platform,platform_label,device_kind,energy_domain,problem_size,configuration,num_threads,sessions,working_set_bytes,operational_intensity_flop_per_byte,runtime_s_median,runtime_s_ci95_low,runtime_s_ci95_high,runtime_s_session_cv_pct,energy_j_median,energy_j_ci95_low,energy_j_ci95_high,energy_j_session_cv_pct,total_energy_j_median,total_energy_j_ci95_low,total_energy_j_ci95_high,total_energy_j_session_cv_pct,power_w_median,power_w_ci95_low,power_w_ci95_high,power_w_session_cv_pct,edp_j_s_median,edp_j_s_ci95_low,edp_j_s_ci95_high,edp_j_s_session_cv_pct,throughput_gflops_median,throughput_gflops_ci95_low,throughput_gflops_ci95_high,throughput_gflops_session_cv_pct,efficiency_gflop_per_j_median,efficiency_gflop_per_j_ci95_low,efficiency_gflop_per_j_ci95_high,efficiency_gflop_per_j_session_cv_pct,logical_bandwidth_gb_s_median,logical_bandwidth_gb_s_ci95_low,logical_bandwidth_gb_s_ci95_high,logical_bandwidth_gb_s_session_cv_pct,logical_gb_per_j_median,logical_gb_per_j_ci95_low,logical_gb_per_j_ci95_high,logical_gb_per_j_session_cv_pct,temperature_c_median,temperature_c_ci95_low,temperature_c_ci95_high,temperature_c_session_cv_pct,clock_mhz_median,clock_mhz_ci95_low,clock_mhz_ci95_high,clock_mhz_session_cv_pct
AMD,AMD CPU,CPU,CPU package RAPL,1000000,64T,64,5,12000000.0,0.1666666666666666,5.731218128688478e-05,7.774320001326019e-06,5.803044961413712e-05,69.36412172826041,0.0095054153727152,0.001584850828485,0.009533887344816,64.63569363170834,0.0095054153727152,0.001584850828485,0.009533887344816,64.63569363170834,165.84106753551117,164.35634843261658,206.872198008664,12.178602247283775,5.44776089048195e-07,1.2321137495009048e-08,5.532557691902044e-07,86.43985837557456,34.89659536754845,34.464664900903486,257.2572263116095,96.30489171501236,0.2104063759002995,0.2097780189407723,1.2619484206673581,88.44025103396639,209.37957220529069,206.78798940542092,1543.543357869657,96.30489171501236,1.262438255401797,1.2586681136446338,7.57169052400415,88.44025103396639,59.5,58.0,65.0,4.745571725741286,4140.0,3890.5,4173.0,2.8447058555845826
INTEL,Intel CPU,CPU,CPU package RAPL,1000000,1T,1,5,12000000.0,0.1666666666666666,0.0004688265449438,0.0004682140851661,0.0004719349670122,0.31990420411373777,0.0221374686476368,0.0205942360980207,0.0227965154494382,3.7078607864746886,0.0221382847449695,0.0205999538171536,0.0227971921816479,3.698051591279853,47.17093400974251,43.6275524113441,48.624563989192325,3.9789882070493556,1.0365074630746485e-05,9.719140133560857e-06,1.0687611574918067e-05,3.447951973271298,4.2659700513326255,4.23787203703492,4.2715502659226825,0.3189044761792333,0.09034456612154265,0.08773270653736198,0.09711455139587424,3.838047052133749,25.595820307995755,25.427232222209522,25.6293015955361,0.3189044761792363,0.542067396729256,0.5263962392241719,0.5826873083752454,3.838047052133743,83.0,74.0,85.0,5.5620113281551715,1339.0,1336.0,1348.0,0.3460305408767054
INTEL,Intel CPU,CPU,CPU package RAPL,1000000,2T,2,5,12000000.0,0.1666666666666666,0.000261985878661,0.0002604632679738,0.0002678139784946,1.142685494358262,0.0163195471599791,0.0161446991370292,0.0167897932795698,1.5697202952281792,0.0163416758728504,0.0161638522489539,0.0169227838709677,1.8293793205584274,62.72168454553049,61.60561573086368,62.82483981144502,0.8232626186611824,4.253051302322048e-06,4.229683189132083e-06,4.496541336303486e-06,2.6287462765255802,7.633999245386527,7.467870091180944,7.678625917421799,1.1300329896799124,0.12255242013728532,0.1191199895494631,0.12387966991672425,1.5597591798860078,45.80399547231916,44.80722054708566,46.0717555045308,1.1300329896799144,0.7353145208237118,0.7147199372967785,0.7432780195003454,1.5597591798860067,82.0,80.0,83.0,1.4935913065751085,1478.5,1467.5,1616.5,5.040840465640913
INTEL,Intel CPU,CPU,CPU package RAPL,1000000,4T,4,5,12000000.0,0.1666666666666666,0.0001258353997975,0.0001251956386679,0.0001342502588661,2.9834953360011283,0.011434896444838,0.0112531681982914,0.0115814027672955,1.0189908119864757,0.0114364284294234,0.0112920638105099,0.0115861044025157,0.9090362289346392,90.95232776038227,82.13992627002315,91.54831146331524,4.527977195185875,1.438914765779201e-06,1.431787748962999e-06,1.5107407436843847e-06,2.261570173216526,15.893778723781148,14.897550417349898,15.974997382339305,2.8735458208534057,0.17490320176033167,0.1726906524352785,0.17772772651737895,1.0219636421755254,95.36267234268689,89.38530250409939,95.84998429403585,2.8735458208534106,1.04941921056199,1.036143914611671,1.0663663591042738,1.0219636421755278,85.0,65.0,85.0,11.042310999998962,1839.0,1784.5,2043.0,5.391397850211463
INTEL,Intel CPU,CPU,CPU package RAPL,1000000,8T,8,5,12000000.0,0.1666666666666666,7.479832997837919e-05,7.253131577037521e-05,7.809590752889722e-05,2.8743305862302706,0.0099387937978839,0.0095291054503229,0.0104269435723211,3.561107965005227,0.0099387977015687,0.0095291132520502,0.0104269435723211,3.5610722893523317,133.3596551760158,129.73697028046882,135.15779487880656,1.6276227847888465,7.303929275320781e-07,6.911585564265737e-07,8.143016210330179e-07,6.297081468772761,26.73856489280054,25.609536572194333,27.574296409177826,2.8454505724351957,0.20123166258121047,0.19181076277319759,0.20988328971973216,3.546557905420484,160.43138935680327,153.65721943316598,165.44577845506694,2.845450572435196,1.2073899754872628,1.1508645766391856,1.259299738318393,3.546557905420485,88.0,83.0,88.5,2.630162456976097,2281.5,2187.0,2324.5,2.4663612599753977
INTEL,Intel CPU,CPU,CPU package RAPL,1000000,10T,10,5,12000000.0,0.1666666666666666,5.226265657620041e-05,5.098217568947906e-05,5.714782857142858e-05,4.70836095989186,0.0077692344628316,0.0071583908580183,0.0084336419428571,5.8610247567055,0.0077692344628316,0.0071583920071501,0.0084336427999999,5.861023598616496,147.64017935406372,140.47364133913945,149.30843148836982,2.489296554597761,4.0764642321042895e-07,3.6495034037744975e-07,4.819643239832074e-07,10.534863122360449,38.26824220242123,34.99695526489195,39.229396802944414,4.480323714751367,0.2574256201905218,0.2371454720927424,0.2793923997262245,5.823891814749928,229.60945321452738,209.9817315893517,235.37638081766647,4.480323714751366,1.5445537211431308,1.4228728325564541,1.676354398357347,5.823891814749936,90.0,76.0,90.0,7.026705383399495,2519.0,2399.5,2520.0,2.148406378022358
INTEL,Intel CPU,CPU,CPU package RAPL,1000000,16T,16,5,12000000.0,0.1666666666666666,6.820107768910715e-05,6.71453734147487e-05,0.0001126697562071,26.022743036995976,0.0089701245883644,0.00872773647773,0.0140605173014268,23.342215543768226,0.0089701319635016,0.0087277370233954,0.0142912487922705,24.268415188119484,130.85887811951696,124.85287067017386,132.19090756490766,2.4333548596231633,6.094534180896041e-07,5.95241033567718e-07,1.5841950564974693e-06,54.82352066654504,29.32504980517974,17.750992522995872,29.786117766390937,19.302938301523024,0.22296234353247452,0.14224227723094146,0.22915448983860484,17.809216881651174,175.95029883107847,106.50595513797523,178.7167065983456,19.302938301523024,1.3377740611948472,0.8534536633856489,1.374926939031629,17.809216881651174,86.0,81.0,87.0,3.0560045113446956,3120.0,3119.0,3141.0,0.2985523327073898
INTEL,Intel CPU,CPU,CPU package RAPL,1000000,20T,20,5,12000000.0,0.1666666666666666,5.4815005194947225e-05,5.414410209367581e-05,7.271315102277673e-05,13.898764709798137,0.0081116105130176,0.0074901446656094,0.0104622893152473,13.682542015204808,0.0081116130396572,0.0074901471810575,0.0105797828231539,14.247440430972402,147.5245644748693,136.66515683456714,149.99947024005303,3.6020635337648343,4.456810024718799e-07,4.105723187562855e-07,7.607460230235603e-07,29.374896478120277,36.48635976384725,27.505340806555314,36.93846462796187,11.723303259843542,0.2465601617324178,0.19116275030602378,0.26701753961881314,11.933082834582978,218.91815858308345,165.0320448393319,221.6307877677712,11.723303259843536,1.4793609703945068,1.1469765018361426,1.602105237712879,11.933082834582985,88.5,72.5,92.0,8.91730015763564,3600.0,3599.0,3601.0,0.019641855032959656
3090,RTX 3090,GPU,GPU board NVML,2000000,gpu_resident,-1,5,24000000.0,0.1666666666666666,3.152441523233088e-05,3.127744598355273e-05,3.165143508116832e-05,0.4622555065654818,0.0109568911165752,0.0109349770176042,0.011062434733078,0.5068793925357848,0.0109568911165752,0.0109349770176042,0.011062434733078,0.5068793925357848,349.2259217965061,347.556771342065,349.61116113266183,0.24987372705773608,3.454095852143541e-07,3.4201815299950593e-07,3.501419347936799e-07,0.9384553119582674,126.88577949885875,126.37657628294662,127.88767989890871,0.46317976873009126,0.36506705756607727,0.3615840541901253,0.3657986654713958,0.5057411116426966,761.3146769931525,758.2594576976795,767.3260793934522,0.46317976873009303,2.190402345396464,2.169504325140752,2.194791992828375,0.5057411116427001,65.0,59.0,65.0,4.100127298869591,1920.0,1905.0,1950.0,0.938549850256609
5060ti,RTX 5060 Ti,GPU,GPU board NVML,2000000,gpu_resident,-1,5,24000000.0,0.1666666666666666,1.4329228101849862e-05,1.4328955852641532e-05,1.4329471693246788e-05,0.001571427828189706,0.0021483758185387,0.0021343406554041,0.0021713880410953,0.7006948327580464,0.0021483758185387,0.0021343406554041,0.0021713880410953,0.7006948327580464,149.9313507551417,148.9481378670368,151.5329386824527,0.6939359198608969,3.078425931359429e-08,3.0583928131209865e-08,3.1114843469929694e-08,0.7011516712824075,279.1497191313195,279.14497377353587,279.1550229574197,0.0015714298936075847,1.8618716359974454,1.8421396472195288,1.8741150761815337,0.6998621107736126,1674.8983147879173,1674.8698426412157,1674.930137744518,0.001571429893598643,11.17122981598467,11.052837883317173,11.244690457089202,0.6998621107736109,72.0,70.5,73.0,1.4731391274719738,2745.0,2745.0,2752.0,0.11398540520316433
AMD,AMD CPU,CPU,CPU package RAPL,2000000,1T,1,5,24000000.0,0.1666666666666666,0.0010158356997971,0.001002052342971,0.001026687113402,0.9944411966133657,0.0739688094034378,0.0724172603092783,0.0767542981557377,2.3327355100678977,0.0739688094034378,0.0724172603092783,0.0767542981557377,2.3327355100678977,72.91477854635401,70.59331076213147,74.80891010545464,2.0820802802832605,7.495007409440819e-05,7.284632056216682e-05,7.873142910853252e-05,2.8866594866830386,3.9376446415487747,3.8960263042025716,3.991807442054714,0.9980536008769032,0.0540768471503084,0.05211434533456136,0.05523545053923435,2.2997131143355176,23.62586784929265,23.376157825215426,23.950844652328282,0.9980536008769065,0.3244610829018504,0.3126860720073681,0.3314127032354061,2.2997131143355274,55.0,49.0,62.0,8.472120632999985,1814.0,1795.0,1829.0,0.7184354626142877
AMD,AMD CPU,CPU,CPU package RAPL,2000000,2T,2,5,24000000.0,0.1666666666666666,0.0001795868959107,0.0001726615631872,0.0001936474741447,5.3084103057380965,0.0167074583333333,0.0151841389781762,0.0176601123435722,5.957414920490049,0.0167074583333333,0.0151841389781762,0.0176601123435722,5.957414920490049,90.50482313322432,86.2117193778558,93.77325386279632,3.4760976071859586,3.026970627870384e-06,2.6217171716235966e-06,3.3658586926759474e-06,10.645459722440576,22.273340043635528,20.656091785690236,23.166707900490813,5.2530849006103875,0.2394140341514149,0.22649912538387057,0.26343278375870405,6.0012652157363435,133.64004026181317,123.9365507141414,139.0002474029449,5.253084900610395,1.4364842049084894,1.3589947523032233,1.580596702552224,6.001265215736342,62.5,60.0,64.0,2.380802082534723,1872.0,1868.5,1913.0,1.0173747581104862
AMD,AMD CPU,CPU,CPU package RAPL,2000000,4T,4,5,24000000.0,0.1666666666666666,6.866334890649333e-05,6.792291027862951e-05,6.909411366711772e-05,0.6450841701308411,0.0086479856199905,0.0086305226303159,0.0087733324192565,0.6812369815418562,0.0086479856199905,0.0086305226303159,0.0087733324192565,0.6812369815418562,126.08808550075996,125.7098978608083,127.65184148511229,0.6681730916152577,5.935530003211008e-07,5.862102142766285e-07,6.024063849760582e-07,1.1345733556258277,58.25524189691438,57.89205169157011,58.890291708518184,0.6459868889215076,0.4625354592118753,0.4559270991739057,0.4634713529339983,0.6771177509425681,349.53145138148625,347.35231014942065,353.34175025110915,0.6459868889215123,2.7752127552712516,2.7355625950434344,2.78082811760399,0.6771177509425702,67.0,65.0,69.0,2.3599087016181937,1988.0,1986.0,2042.0,1.4078127632248145
AMD,AMD CPU,CPU,CPU package RAPL,2000000,8T,8,5,24000000.0,0.1666666666666666,4.104921220780251e-05,4.054964509908505e-05,4.132227042069079e-05,0.7299062140896482,0.0070631663094812,0.0070177744635457,0.0071029049558029,0.4961029513001129,0.0070631663094812,0.0070177744635457,0.0071029049558029,0.4961029513001129,172.23228450107254,172.16163805269093,173.25385892957115,0.26957534649887044,2.899374126968951e-07,2.845682638822001e-07,2.935081593561522e-07,1.2185275001444902,97.44401377914122,96.8001022034145,98.64451316961721,0.7332008262339396,0.5663182522873097,0.5631498696504587,0.5699812698139942,0.4970540825704209,584.6640826748472,580.800613220487,591.8670790177034,0.7332008262339482,3.397909513723858,3.378899217902752,3.419887618883965,0.49705408257041706,69.0,66.5,71.5,2.6350552787298365,2234.0,2228.0,2244.5,0.33329745535268507
AMD,AMD CPU,CPU,CPU package RAPL,2000000,10T,10,5,24000000.0,0.1666666666666666,3.564489481605937e-05,3.557270927092709e-05,3.5774813873252226e-05,0.23238104540599763,0.0067871677644323,0.0067525140054005,0.0067987157254403,0.25806171875892314,0.0067871677644323,0.0067525140054005,0.0067987157254403,0.25806171875892314,190.17803409786612,189.8974648059957,190.74997322582203,0.17205264384480023,2.417685085413912e-07,2.4020521756197536e-07,2.4322278965477974e-07,0.45655310765969853,112.21803348393804,111.81050484767671,112.44575074491514,0.23213014461112083,0.589347447835566,0.5883464115189124,0.5923719664706946,0.2587032143378309,673.3082009036283,670.8630290860604,674.674504469491,0.2321301446111182,3.536084687013396,3.5300784691134743,3.5542317988241674,0.2587032143378319,68.0,68.0,70.0,1.5922167369336222,2285.5,2261.0,2325.0,1.0528571412238494
AMD,AMD CPU,CPU,CPU package RAPL,2000000,16T,16,5,24000000.0,0.1666666666666666,3.0283297752475837e-05,2.7504384594787576e-05,3.059675011662261e-05,4.3559292508708864,0.0066708533772163,0.0063241592734737,0.0067099912921785,2.404166861704575,0.0066708533772163,0.0063241592734737,0.0067099912921785,2.404166861704575,220.34749300577403,219.2630185200186,228.635747790396,1.8331209761708094,2.0201543908535022e-07,1.73942108896313e-07,2.053039268514992e-07,6.643045434769977,132.08601099835556,130.73283877384347,145.4313579064063,4.545307697561805,0.5996234325373783,0.596125959904389,0.6324951392002026,2.4687394233857223,792.5160659901334,784.3970326430609,872.5881474384379,4.545307697561805,3.5977405952242694,3.5767557594263337,3.794970835201216,2.468739423385725,72.0,67.0,73.0,3.5302110824222597,2509.5,2391.0,2612.0,3.1497987369187372
AMD,AMD CPU,CPU,CPU package RAPL,2000000,20T,20,5,24000000.0,0.1666666666666666,3.01567331193498e-05,2.8657915371474976e-05,3.0295913825336064e-05,2.278095665789815,0.0068710531523307,0.006684854378448,0.0068851726163981,1.221873453164649,0.0068710531523307,0.006684854378448,0.0068851726163981,1.221873453164649,227.59547872300263,227.4739292826507,233.10257957285845,1.050144699942994,2.0720851616370408e-07,1.9157399104819674e-07,2.0859259625896048e-07,3.4665354114736093,132.64036207666788,132.0310066585565,139.57749362263283,2.3406202395912654,0.5821523878975056,0.5809585645642904,0.5983675594932955,1.2397454434998936,795.8421724600073,792.186039951339,837.464961735797,2.3406202395912694,3.492914327385033,3.485751387385742,3.5902053569597725,1.2397454434998936,73.0,72.0,74.0,1.0173111779280744,2721.5,2611.0,2742.0,1.98837720627617
AMD,AMD CPU,CPU,CPU package RAPL,2000000,32T,32,5,24000000.0,0.1666666666666666,3.401054232133806e-05,3.2208521319184084e-05,3.4383457242760635e-05,2.982901582759178,0.0074876793208312,0.0072875497712397,0.0075725779950436,1.7051085994192243,0.0074876793208312,0.0072875497712397,0.0075725779950436,1.7051085994192243,220.71831241358177,219.95920951393555,226.5330942702344,1.41958670903318,2.5466003442973734e-07,2.3472120217158896e-07,2.6037141171005166e-07,4.662450446590357,117.61059151033938,116.33501459025595,124.19073699038503,3.0164240363729498,0.5342109121676386,0.528221697104748,0.5488813285071469,1.7129095709312099,705.6635490620363,698.0100875415357,745.1444219423103,3.0164240363729515,3.2052654730058316,3.1693301826284874,3.2932879710428806,1.7129095709312072,63.5,62.5,67.0,2.66811721942076,3082.5,3032.0,3166.5,1.6759337125516385
AMD,AMD CPU,CPU,CPU package RAPL,2000000,64T,64,5,24000000.0,0.1666666666666666,6.043162779485326e-05,2.353506e-05,6.106553147574819e-05,31.113179751851376,0.0118162454320689,0.00510763251,0.0118804477326534,28.652319694681594,0.0118162454320689,0.00510763251,0.0118804477326534,28.652319694681594,196.2210175564105,194.52026217921497,219.4507742274152,5.34986051313254,7.163410857671496e-07,1.202084375808006e-07,7.254858549643274e-07,44.6451004827548,66.19050563355279,65.50340107313363,169.95920129372942,53.3526792256231,0.3385170038144377,0.3366876476385653,0.7831416986575647,46.527953619725906,397.1430338013168,393.02040643880184,1019.7552077623766,53.35267922562311,2.0311020228866266,2.020125885831392,4.698850191945388,46.52795361972589,61.5,60.0,65.5,3.493012651121107,4123.0,3896.5,4147.5,2.5598443605749726
INTEL,Intel CPU,CPU,CPU package RAPL,2000000,1T,1,5,24000000.0,0.1666666666666666,0.0011073316722037,0.0010972267250821,0.0011438179223744,1.6467142001568287,0.0509464118942731,0.0507149375684556,0.0531914617516629,2.3778168838181797,0.0515789102422907,0.0512709408543264,0.053804614745011,2.3656430261337755,46.21952099595848,45.88066784088802,47.87919391188491,1.7008506845836258,5.626121808281829e-05,5.5645784860979695e-05,6.0532390434267954e-05,3.7364102429320223,3.6122871768307703,3.49706008426287,3.645554659362403,1.6182985176730644,0.07851387077663151,0.07520003903398932,0.0788722256554246,2.357179216099967,21.673723060984624,20.982360505577216,21.873327956174414,1.618298517673065,0.471083224659789,0.4512002342039359,0.47323335393254756,2.3571792160999707,81.0,74.0,83.0,4.286373778568187,1339.0,1338.0,1339.0,0.03340655826547829
